Instancja;Kadencja;Czas;Liczba iteracji;Intensyf;Rand;Czy RedRand?;Sasiedztwo;Optimum;;;;;;;;;;;;
ft53.atsp;50;5;5000;4;1;1;2;7529;7515;6905;7261;7868;261.5903286;0.088341781;0.03788419;;8.834178132;3.788418951;5.155684287;13.94641564
ft53.atsp;50;15;5000;4;1;1;2;7509;;;;;;;;;;;;
ft53.atsp;50;15;5000;4;1;1;2;7335;;;;;;;;;;;;
ft53.atsp;50;15;5000;4;1;1;2;7571;;;;;;;;;;;;
ft53.atsp;50;15;5000;4;1;1;2;7341;;Optym;Minimum;Maksimum;Odch;B³¹d wzglêdny;Odchylenie;;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ft53.atsp;50;15;5000;4;1;1;2;7479;7447;6905;7335;7571;104.9094848;0.078493845;0.015193264;;7.849384504;1.519326355;6.22737147;9.645184649
ft53.atsp;50;25;5000;4;1;1;2;7380;;;;;;;;;;;;
ft53.atsp;50;25;5000;4;1;1;2;7481;;;;;;;;;;;;
ft53.atsp;50;25;5000;4;1;1;2;7506;;;;;;;;;;;;
ft53.atsp;50;25;5000;4;1;1;2;7068;;Optym;Minimum;Maksimum;Odch;B³¹d wzglêdny;Odchylenie;;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ft53.atsp;50;25;5000;4;1;1;2;7230;7333;6905;7068;7506;183.62734;0.06198407;0.026593387;;6.198406951;2.65933874;2.360608255;8.703837799
ft53.atsp;50;35;5000;4;1;1;2;7484;;;;;;;;;;;;
ft53.atsp;50;35;5000;4;1;1;2;7214;;;;;;;;;;;;
ft53.atsp;50;35;5000;4;1;1;2;7234;;;;;;;;;;;;
ft53.atsp;50;35;5000;4;1;1;2;7214;;Optym;Minimum;Maksimum;Odch;B³¹d wzglêdny;Odchylenie;;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ft53.atsp;50;35;5000;4;1;1;2;7207;7270.6;6905;7207;7484;119.7196726;0.05294714;0.017338113;;5.294713975;1.733811333;4.373642288;8.385228096
ft53.atsp;50;45;5000;4;1;1;2;7207;;;;;;;;;;;;
ft53.atsp;50;45;5000;4;1;1;2;7304;;;;;;;;;;;;
ft53.atsp;50;45;5000;4;1;1;2;7214;;;;;;;;;;;;
ft53.atsp;50;45;5000;4;1;1;2;7144;;Optym;Minimum;Maksimum;Odch;B³¹d wzglêdny;Odchylenie;;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ft53.atsp;50;45;5000;4;1;1;2;7170;7207.8;6905;7144;7304;60.81282759;0.043852281;0.008807071;;4.385228096;0.880707134;3.461259957;5.778421434
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
ftv38.atsp;20;10;5000;4;2;0;1;1565;;;;;;;;;;;;
ftv38.atsp;20;10;5000;4;2;0;1;1575;;;;;;;;;;;;
ftv38.atsp;20;10;5000;4;2;0;1;1559;;;;;;;;;;;;
ftv38.atsp;20;10;5000;4;2;0;1;1556;;Optym;Minimum;Maksimum;Odch;B³¹d wzglêdny;Odchylenie;;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ftv38.atsp;20;10;5000;4;2;0;1;1567;1564.4;1530;1556;1575;7.402702209;0.02248366;0.004838367;;2.248366013;0.483836746;1.699346405;2.941176471
ftv38.atsp;20;20;5000;4;2;0;1;1547;;;;;;;;;;;;
ftv38.atsp;20;20;5000;4;2;0;1;1547;;;;;;;;;;;;
ftv38.atsp;20;20;5000;4;2;0;1;1532;;;;;;;;;;;;
ftv38.atsp;20;20;5000;4;2;0;1;1547;;Optym;Minimum;Maksimum;Odch;B³¹d wzglêdny;Odchylenie;;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ftv38.atsp;20;20;5000;4;2;0;1;1561;1546.8;1530;1532;1561;10.25670512;0.010980392;0.006703729;;1.098039216;0.670372884;0.130718954;2.026143791
ftv38.atsp;20;30;5000;4;2;0;1;1547;;;;;;;;;;;;
ftv38.atsp;20;30;5000;4;2;0;1;1549;;;;;;;;;;;;
ftv38.atsp;20;30;5000;4;2;0;1;1532;;;;;;;;;;;;
ftv38.atsp;20;30;5000;4;2;0;1;1530;;Optym;Minimum;Maksimum;Odch;B³¹d wzglêdny;Odchylenie;;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ftv38.atsp;20;30;5000;4;2;0;1;1547;1541;1530;1530;1549;9.192388155;0.007189542;0.006008097;;0.718954248;0.600809683;0;1.241830065
ftv38.atsp;20;40;5000;4;2;0;1;1547;;;;;;;;;;;;
ftv38.atsp;20;40;5000;4;2;0;1;1547;;;;;;;;;;;;
ftv38.atsp;20;40;5000;4;2;0;1;1532;;;;;;;;;;;;
ftv38.atsp;20;40;5000;4;2;0;1;1547;;Optym;Minimum;Maksimum;Odch;B³¹d wzglêdny;Odchylenie;;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ftv38.atsp;20;40;5000;4;2;0;1;1532;1541;1530;1532;1547;8.215838363;0.007189542;0.005369829;;0.718954248;0.5369829;0.130718954;1.111111111
ftv38.atsp;20;50;5000;4;2;0;1;1544;;;;;;;;;;;;
ftv38.atsp;20;50;5000;4;2;0;1;1532;;;;;;;;;;;;
ftv38.atsp;20;50;5000;4;2;0;1;1534;;;;;;;;;;;;
ftv38.atsp;20;50;5000;4;2;0;1;1544;;Optym;Minimum;Maksimum;Odch;B³¹d wzglêdny;Odchylenie;;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ftv38.atsp;20;50;5000;4;2;0;1;1532;1537.2;1530;1532;1544;6.260990337;0.004705882;0.004092151;;0.470588235;0.409215055;0.130718954;0.91503268
ftv38.atsp;20;60;5000;4;2;0;1;1532;;;;;;;;;;;;
ftv38.atsp;20;60;5000;4;2;0;1;1532;;;;;;;;;;;;
ftv38.atsp;20;60;5000;4;2;0;1;1547;;;;;;;;;;;;
ftv38.atsp;20;60;5000;4;2;0;1;1532;;Optym;Minimum;Maksimum;Odch;B³¹d wzglêdny;Odchylenie;;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ftv38.atsp;20;60;5000;4;2;0;1;1532;1535;1530;1532;1547;6.708203932;0.003267974;0.004384447;;0.326797386;0.438444701;0.130718954;1.111111111
ftv35.atsp;20;5;5000;4;2;0;1;1491;;;;;;;;;;;;
ftv35.atsp;20;5;5000;4;2;0;1;1475;;;;;;;;;;;;
ftv35.atsp;20;5;5000;4;2;0;1;1491;;;;;;;;;;;;
ftv35.atsp;20;5;5000;4;2;0;1;1487;;Optym;Minimum;Maksimum;Odch;B³¹d wzglêdny;Odchylenie;;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ftv35.atsp;20;5;5000;4;2;0;1;1491;1487;1473;1475;1491;6.92820323;0.009504413;0.004703465;;0.950441276;0.470346451;0.135777325;1.221995927
ftv35.atsp;20;10;5000;4;2;0;1;1487;;;;;;;;;;;;
ftv35.atsp;20;10;5000;4;2;0;1;1475;;;;;;;;;;;;
ftv35.atsp;20;10;5000;4;2;0;1;1490;;;;;;;;;;;;
ftv35.atsp;20;10;5000;4;2;0;1;1487;;Optym;Minimum;Maksimum;Odch;B³¹d wzglêdny;Odchylenie;;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ftv35.atsp;20;10;5000;4;2;0;1;1490;1485.8;1473;1475;1490;6.220932406;0.008689749;0.004223308;;0.868974881;0.422330781;0.135777325;1.154107264
ftv35.atsp;20;15;5000;4;2;0;1;1487;;;;;;;;;;;;
ftv35.atsp;20;15;5000;4;2;0;1;1475;;;;;;;;;;;;
ftv35.atsp;20;15;5000;4;2;0;1;1487;;;;;;;;;;;;
ftv35.atsp;20;15;5000;4;2;0;1;1475;;Optym;Minimum;Maksimum;Odch;B³¹d wzglêdny;Odchylenie;;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ftv35.atsp;20;15;5000;4;2;0;1;1490;1482.8;1473;1475;1490;7.224956747;0.006653089;0.004904927;;0.665308893;0.490492651;0.135777325;1.154107264
ftv35.atsp;20;20;5000;4;2;0;1;1487;;;;;;;;;;;;
ftv35.atsp;20;20;5000;4;2;0;1;1475;;;;;;;;;;;;
ftv35.atsp;20;20;5000;4;2;0;1;1487;;;;;;;;;;;;
ftv35.atsp;20;20;5000;4;2;0;1;1475;;Optym;Minimum;Maksimum;Odch;B³¹d wzglêdny;Odchylenie;;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ftv35.atsp;20;20;5000;4;2;0;1;1475;1479.8;1473;1475;1487;6.57267069;0.004616429;0.004462098;;0.461642906;0.446209823;0.135777325;0.950441276
ftv35.atsp;20;25;5000;4;2;0;1;1475;;;;;;;;;;;;
ftv35.atsp;20;25;5000;4;2;0;1;1475;;;;;;;;;;;;
ftv35.atsp;20;25;5000;4;2;0;1;1475;;;;;;;;;;;;
ftv35.atsp;20;25;5000;4;2;0;1;1487;;Optym;Minimum;Maksimum;Odch;B³¹d wzglêdny;Odchylenie;;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ftv35.atsp;20;25;5000;4;2;0;1;1487;1479.8;1473;1475;1487;6.57267069;0.004616429;0.004462098;;0.461642906;0.446209823;0.135777325;0.950441276
ftv35.atsp;20;30;5000;4;2;0;1;1475;;;;;;;;;;;;
ftv35.atsp;20;30;5000;4;2;0;1;1475;;;;;;;;;;;;
ftv35.atsp;20;30;5000;4;2;0;1;1487;;;;;;;;;;;;
ftv35.atsp;20;30;5000;4;2;0;1;1475;;Optym;Minimum;Maksimum;Odch;B³¹d wzglêdny;Odchylenie;;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ftv35.atsp;20;30;5000;4;2;0;1;1475;1477.4;1473;1475;1487;5.366563146;0.002987101;0.003643288;;0.298710115;0.364328795;0.135777325;0.950441276
ftv33.atsp;22;5;5000;4;2;0;1;1286;;;;;;;;;;;;
ftv33.atsp;22;5;5000;4;2;0;1;1331;;;;;;;;;;;;
ftv33.atsp;22;5;5000;4;2;0;1;1332;;;;;;;;;;;;
ftv33.atsp;22;5;5000;4;2;0;1;1325;;Optym;Minimum;Maksimum;Odch;B³¹d wzglêdny;Odchylenie;;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ftv33.atsp;22;5;5000;4;2;0;1;1322;1319.2;1286;1286;1332;19.01841213;0.025816485;0.014788812;;2.581648523;1.478881192;0;3.576982893
ftv33.atsp;22;15;5000;4;2;0;1;1316;;;;;;;;;;;;
ftv33.atsp;22;15;5000;4;2;0;1;1311;;;;;;;;;;;;
ftv33.atsp;22;15;5000;4;2;0;1;1286;;;;;;;;;;;;
ftv33.atsp;22;15;5000;4;2;0;1;1329;;Optym;Minimum;Maksimum;Odch;B³¹d wzglêdny;Odchylenie;;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ftv33.atsp;22;15;5000;4;2;0;1;1286;1305.6;1286;1286;1329;19.06043022;0.015241058;0.014821485;;1.524105754;1.482148539;0;3.3437014
ftv33.atsp;22;25;5000;4;2;0;1;1286;;;;;;;;;;;;
ftv33.atsp;22;25;5000;4;2;0;1;1320;;;;;;;;;;;;
ftv33.atsp;22;25;5000;4;2;0;1;1286;;;;;;;;;;;;
ftv33.atsp;22;25;5000;4;2;0;1;1286;;Optym;Minimum;Maksimum;Odch;B³¹d wzglêdny;Odchylenie;;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ftv33.atsp;22;25;5000;4;2;0;1;1286;1292.8;1286;1286;1320;15.20526225;0.005287714;0.011823688;;0.528771384;1.182368759;0;2.643856921
ftv33.atsp;22;35;5000;4;2;0;1;1286;;;;;;;;;;;;
ftv33.atsp;22;35;5000;4;2;0;1;1311;;;;;;;;;;;;
ftv33.atsp;22;35;5000;4;2;0;1;1286;;;;;;;;;;;;
ftv33.atsp;22;35;5000;4;2;0;1;1286;;Optym;Minimum;Maksimum;Odch;B³¹d wzglêdny;Odchylenie;;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ftv33.atsp;22;35;5000;4;2;0;1;1286;1291;1286;1286;1311;11.18033989;0.003888025;0.008693888;;0.388802488;0.869388794;0;1.944012442
ftv33.atsp;22;45;5000;4;2;0;1;1286;;;;;;;;;;;;
ftv33.atsp;22;45;5000;4;2;0;1;1286;;;;;;;;;;;;
ftv33.atsp;22;45;5000;4;2;0;1;1286;;;;;;;;;;;;
ftv33.atsp;22;45;5000;4;2;0;1;1286;;Optym;Minimum;Maksimum;Odch;B³¹d wzglêdny;Odchylenie;;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ftv33.atsp;22;45;5000;4;2;0;1;1286;1286;1286;1286;1286;0;0;0;;0;0;0;0
ftv70.atsp;50;10;5000;7;1;1;1;2069;;;;;;;;;;;;
ftv70.atsp;50;10;5000;7;1;1;1;2137;;;;;;;;;;;;
ftv70.atsp;50;10;5000;7;1;1;1;2136;;;;;;;;;;;;
ftv70.atsp;50;10;5000;7;1;1;1;2070;;Optym;Minimum;Maksimum;Odch;B³¹d wzglêdny;Odchylenie;;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ftv70.atsp;50;10;5000;7;1;1;1;2097;2101.8;1950;2069;2137;33.6110101;0.077846154;0.017236415;;7.784615385;1.723641544;6.102564103;9.58974359
ftv70.atsp;50;20;5000;7;1;1;1;2107;;;;;;;;;;;;
ftv70.atsp;50;20;5000;7;1;1;1;2085;;;;;;;;;;;;
ftv70.atsp;50;20;5000;7;1;1;1;2099;;;;;;;;;;;;
ftv70.atsp;50;20;5000;7;1;1;1;2115;;Optym;Minimum;Maksimum;Odch;B³¹d wzglêdny;Odchylenie;;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ftv70.atsp;50;20;5000;7;1;1;1;2063;2093.8;1950;2063;2115;20.47437423;0.07374359;0.010499679;;7.374358974;1.049967909;5.794871795;8.461538462
ftv70.atsp;50;30;5000;7;1;1;1;2097;;;;;;;;;;;;
ftv70.atsp;50;30;5000;7;1;1;1;2038;;;;;;;;;;;;
ftv70.atsp;50;30;5000;7;1;1;1;2037;;;;;;;;;;;;
ftv70.atsp;50;30;5000;7;1;1;1;2125;;Optym;Minimum;Maksimum;Odch;B³¹d wzglêdny;Odchylenie;;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ftv70.atsp;50;30;5000;7;1;1;1;2068;2073;1950;2037;2125;38.16411927;0.063076923;0.019571343;;6.307692308;1.957134322;4.461538462;8.974358974
ftv70.atsp;50;40;5000;7;1;1;1;2102;;;;;;;;;;;;
ftv70.atsp;50;40;5000;7;1;1;1;2039;;;;;;;;;;;;
ftv70.atsp;50;40;5000;7;1;1;1;2110;;;;;;;;;;;;
ftv70.atsp;50;40;5000;7;1;1;1;2087;;Optym;Minimum;Maksimum;Odch;B³¹d wzglêdny;Odchylenie;;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ftv70.atsp;50;40;5000;7;1;1;1;2075;2082.6;1950;2039;2110;27.86216072;0.068;0.014288288;;06.sie;1.428828755;4.564102564;8.205128205
ftv70.atsp;50;50;5000;7;1;1;1;2040;;;;;;;;;;;;
ftv70.atsp;50;50;5000;7;1;1;1;2086;;;;;;;;;;;;
ftv70.atsp;50;50;5000;7;1;1;1;2091;;;;;;;;;;;;
ftv70.atsp;50;50;5000;7;1;1;1;2056;;Optym;Minimum;Maksimum;Odch;B³¹d wzglêdny;Odchylenie;;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ftv70.atsp;50;50;5000;7;1;1;1;2060;2066.6;1950;2040;2091;21.41961718;0.059794872;0.010984419;;5.979487179;1.098441907;4.615384615;7.230769231
ftv70.atsp;50;60;5000;7;1;1;1;2059;;;;;;;;;;;;
ftv70.atsp;50;60;5000;7;1;1;1;2071;;;;;;;;;;;;
ftv70.atsp;50;60;5000;7;1;1;1;2028;;;;;;;;;;;;
ftv70.atsp;50;60;5000;7;1;1;1;2062;;Optym;Minimum;Maksimum;Odch;B³¹d wzglêdny;Odchylenie;;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
ftv70.atsp;50;60;5000;7;1;1;1;2098;2063.6;1950;2028;2098;25.14557615;0.05825641;0.012895167;;5.825641026;1.289516726;4;7.58974359
gr120.tsp;35;20;5000;4;2;1;0;7111;;;;;;;;;;;;
gr120.tsp;35;20;5000;4;2;1;0;7100;;;;;;;;;;;;
gr120.tsp;35;20;5000;4;2;1;0;7040;;;;;;;;;;;;
gr120.tsp;35;20;5000;4;2;1;0;7018;;Optym;Minimum;Maksimum;Odch;B³¹d wzglêdny;Odchylenie;;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
gr120.tsp;35;20;5000;4;2;1;0;7012;7056.2;6942;7012;7111;46.35946505;0.016450591;0.006678114;;1.645059061;0.667811366;1.008354941;2.434456929
gr120.tsp;35;40;5000;4;2;1;0;7016;;;;;;;;;;;;
gr120.tsp;35;40;5000;4;2;1;0;7039;;;;;;;;;;;;
gr120.tsp;35;40;5000;4;2;1;0;6964;;;;;;;;;;;;
gr120.tsp;35;40;5000;4;2;1;0;7009;;Optym;Minimum;Maksimum;Odch;B³¹d wzglêdny;Odchylenie;;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
gr120.tsp;35;40;5000;4;2;1;0;7033;7012.2;6942;6964;7039;29.57532756;0.01011236;0.004260347;;1.011235955;0.426034681;0.316911553;1.397291847
gr120.tsp;35;60;5000;4;2;1;0;6972;;;;;;;;;;;;
gr120.tsp;35;60;5000;4;2;1;0;7020;;;;;;;;;;;;
gr120.tsp;35;60;5000;4;2;1;0;6999;;;;;;;;;;;;
gr120.tsp;35;60;5000;4;2;1;0;7009;;Optym;Minimum;Maksimum;Odch;B³¹d wzglêdny;Odchylenie;;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
gr120.tsp;35;60;5000;4;2;1;0;7001;7004;6942;6972;7020;17.79606698;0.008931144;0.002563536;;0.893114376;0.256353601;0.432152118;1.123595506
gr120.tsp;35;80;5000;4;2;1;0;7023;;;;;;;;;;;;
gr120.tsp;35;80;5000;4;2;1;0;6990;;;;;;;;;;;;
gr120.tsp;35;80;5000;4;2;1;0;7001;;;;;;;;;;;;
gr120.tsp;35;80;5000;4;2;1;0;6992;;Optym;Minimum;Maksimum;Odch;B³¹d wzglêdny;Odchylenie;;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
gr120.tsp;35;80;5000;4;2;1;0;7015;6997.2;6942;6990;7023;14.41180072;0.007951599;0.00207603;;0.795159896;0.207603007;0.691443388;1.166810717
gr120.tsp;35;100;5000;4;2;1;0;6988;;;;;;;;;;;;
gr120.tsp;35;100;5000;4;2;1;0;6984;;;;;;;;;;;;
gr120.tsp;35;100;5000;4;2;1;0;6976;;;;;;;;;;;;
gr120.tsp;35;100;5000;4;2;1;0;6950;;Optym;Minimum;Maksimum;Odch;B³¹d wzglêdny;Odchylenie;;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
gr120.tsp;35;100;5000;4;2;1;0;6963;6977.8;6942;6950;6988;15.6588633;0.005157015;0.00225567;;0.515701527;0.225567031;0.115240565;0.662633247
gr120.tsp;35;120;5000;4;2;1;0;7016;;;;;;;;;;;;
gr120.tsp;35;120;5000;4;2;1;0;6973;;;;;;;;;;;;
gr120.tsp;35;120;5000;4;2;1;0;6968;;;;;;;;;;;;
gr120.tsp;35;120;5000;4;2;1;0;6976;;Optym;Minimum;Maksimum;Odch;B³¹d wzglêdny;Odchylenie;;B³¹d wzglêdny;Odchylenie;Minimum;Maksimum
gr120.tsp;35;120;5000;4;2;1;0;6988;6976.25;6942;6968;7016;19.24058211;0.004933737;0.002771619;;0.493373668;0.277161943;0.374531835;1.065975223
