Kadencja;Czas;Liczba iteracji;Intensyf;Rand;Czy RedRand?;Sasiedztwo;Optimum
50;45;5000;4;1;1;2;7092
55;45;5000;4;1;1;2;7127
50;45;5000;4;1;0;2;7143
60;45;5000;4;1;0;2;7155
45;10;5000;4;1;0;2;7161
50;20;5000;4;1;0;2;7161
55;45;5000;4;1;1;2;7169
45;10;5000;4;1;1;2;7170
50;20;5000;4;1;1;2;7170
55;45;5000;4;1;1;2;7170
60;45;5000;4;1;1;2;7170
50;45;5000;4;1;0;2;7185
50;45;5000;4;1;1;2;7207
45;20;5000;4;1;0;2;7227
45;10;5000;4;2;1;2;7234
50;45;5000;4;1;0;2;7248
60;45;5000;4;1;0;2;7248
35;3;5000;4;1;1;2;7256
50;20;5000;4;1;1;2;7256
35;10;5000;4;2;1;2;7261
45;10;5000;4;2;1;1;7265
45;3;5000;4;2;1;1;7267
60;45;5000;4;1;0;2;7272
50;20;5000;4;1;0;2;7283
55;45;5000;4;1;0;2;7283
60;45;5000;4;1;1;2;7289
35;10;5000;4;2;1;1;7303
55;45;5000;4;1;0;2;7321
40;10;5000;4;2;1;1;7324
45;10;5000;4;1;1;1;7326
60;45;5000;4;1;1;2;7342
45;45;5000;4;1;0;2;7343
40;3;5000;4;2;1;2;7364
45;3;5000;4;2;1;2;7364
40;10;5000;4;1;1;2;7375
45;10;5000;4;1;1;2;7410
50;20;5000;4;1;0;2;7426
55;45;5000;4;1;0;2;7429
45;10;5000;4;2;0;1;7430
35;10;5000;4;1;0;1;7438
45;10;5000;4;1;1;1;7444
45;10;5000;4;2;0;1;7458
45;10;5000;4;2;1;1;7459
45;10;5000;4;1;0;2;7469
30;3;5000;4;2;1;1;7471
40;10;5000;4;2;0;2;7471
45;10;5000;4;2;0;2;7476
35;10;5000;4;2;0;2;7478
40;10;5000;4;1;0;1;7478
45;10;5000;4;2;1;2;7478
45;3;5000;4;2;0;1;7486
45;10;5000;4;2;0;2;7489
35;10;5000;4;2;1;2;7490
40;10;5000;4;2;0;1;7492
45;10;5000;4;1;0;1;7499
45;20;5000;4;1;1;2;7499
45;3;5000;4;2;1;1;7505
35;10;5000;4;1;1;2;7509
40;10;5000;4;1;1;2;7509
30;3;5000;4;1;1;1;7514
40;10;5000;4;1;1;1;7521
35;3;5000;4;1;0;1;7524
35;10;5000;4;1;1;1;7524
50;20;5000;4;1;1;2;7532
40;10;5000;4;2;0;1;7536
35;10;5000;4;2;1;1;7552
35;3;5000;4;1;0;2;7554
35;10;5000;4;1;0;2;7554
35;10;5000;4;2;0;2;7554
45;20;5000;4;1;0;2;7554
40;3;5000;4;1;1;1;7563
35;10;5000;4;1;0;1;7567
45;3;5000;4;2;0;2;7571
40;10;5000;4;2;1;2;7571
40;10;5000;4;2;0;1;7571
50;45;5000;4;1;1;2;7573
40;3;5000;4;1;0;1;7574
40;10;5000;4;2;1;1;7575
40;3;5000;4;2;1;1;7578
35;10;5000;4;2;0;2;7582
40;10;5000;4;1;1;1;7584
40;10;5000;4;2;1;1;7592
35;3;5000;4;1;0;2;7593
35;3;5000;4;1;0;2;7593
35;3;5000;4;2;0;2;7593
40;3;5000;4;1;0;2;7593
35;10;5000;4;1;0;2;7593
35;10;5000;4;1;0;2;7593
40;10;5000;4;1;0;2;7593
45;10;5000;4;1;0;2;7593
45;10;5000;4;2;0;2;7593
45;20;5000;4;1;0;2;7593
35;3;5000;4;2;1;2;7597
40;10;5000;4;1;0;1;7597
35;10;5000;4;1;1;1;7604
45;20;5000;4;1;1;2;7612
45;10;5000;4;2;1;1;7613
20;3;5000;4;2;1;2;7616
35;10;5000;4;2;0;1;7618
45;3;5000;4;2;1;2;7621
45;20;5000;4;1;1;2;7624
25;3;5000;4;1;0;2;7627
25;3;5000;4;2;0;2;7627
30;3;5000;4;1;0;2;7627
30;3;5000;4;2;0;1;7627
35;3;5000;4;1;0;1;7627
40;10;5000;4;1;0;2;7627
40;10;5000;4;2;0;2;7627
45;3;5000;4;2;0;2;7631
35;10;5000;4;2;1;1;7631
40;3;5000;4;2;0;2;7637
45;3;5000;4;2;1;2;7639
30;3;5000;4;2;0;1;7642
30;3;5000;4;1;1;1;7648
35;10;5000;4;1;1;1;7650
35;10;5000;4;2;0;1;7654
40;10;5000;4;2;1;2;7657
35;10;5000;4;1;1;2;7658
35;10;5000;4;1;1;2;7658
35;3;5000;4;2;1;1;7660
40;10;5000;4;2;0;2;7661
40;3;5000;4;2;0;1;7666
35;10;5000;4;2;0;1;7669
45;10;5000;4;2;0;1;7672
40;3;5000;4;1;1;1;7676
40;10;5000;4;1;1;1;7676
20;3;5000;4;2;1;2;7683
20;3;5000;4;2;0;1;7683
25;3;5000;4;1;0;2;7683
30;3;5000;4;1;1;1;7683
30;3;5000;4;2;1;2;7686
40;10;5000;4;2;1;2;7692
45;3;5000;4;1;1;1;7701
45;3;5000;4;1;1;1;7701
45;3;5000;4;1;1;1;7701
45;3;5000;4;1;0;1;7701
45;3;5000;4;1;0;1;7701
45;3;5000;4;1;0;1;7701
45;3;5000;4;2;1;1;7701
45;3;5000;4;2;0;1;7701
45;3;5000;4;2;0;1;7701
45;10;5000;4;1;1;1;7701
45;10;5000;4;1;0;1;7701
45;10;5000;4;1;0;1;7701
35;3;5000;4;1;1;1;7702
40;3;5000;4;2;1;2;7702
35;10;5000;4;1;0;1;7705
35;3;5000;4;1;0;1;7707
25;3;5000;4;1;1;2;7708
25;3;5000;4;1;1;2;7708
45;3;5000;4;1;1;2;7708
40;3;5000;4;2;0;2;7710
30;3;5000;4;2;1;1;7712
40;3;5000;4;2;1;1;7727
35;3;5000;4;2;0;1;7728
30;3;5000;4;2;0;2;7735
40;10;5000;4;1;1;2;7737
40;3;5000;4;2;0;1;7740
30;3;5000;4;2;1;2;7743
30;3;5000;4;2;1;1;7749
35;3;5000;4;1;1;1;7751
45;3;5000;4;1;0;2;7753
40;3;5000;4;1;0;1;7759
25;3;5000;4;1;1;1;7761
20;3;5000;4;1;1;1;7764
40;10;5000;4;1;0;1;7768
20;3;5000;4;2;1;0;7773
30;3;5000;4;1;1;2;7773
20;3;5000;4;2;1;1;7776
20;3;5000;4;1;0;1;7788
30;3;5000;4;1;0;1;7790
35;3;5000;4;1;1;1;7792
25;3;5000;4;2;1;1;7794
40;3;5000;4;2;1;2;7795
20;3;5000;4;1;1;1;7796
40;3;5000;4;1;0;1;7797
25;3;5000;4;2;0;2;7799
35;10;5000;4;2;1;2;7800
25;3;5000;4;2;1;1;7802
25;3;5000;4;1;1;2;7808
25;3;5000;4;1;1;1;7810
30;3;5000;4;1;1;2;7812
40;3;5000;4;2;1;1;7814
40;3;5000;4;1;1;2;7817
20;3;5000;4;2;0;2;7818
25;3;5000;4;1;0;1;7821
30;3;5000;4;2;0;2;7826
40;10;5000;4;1;0;2;7830
35;3;5000;4;2;0;1;7835
35;3;5000;4;1;1;2;7837
35;3;5000;4;2;1;1;7855
40;3;5000;4;2;0;2;7855
30;3;5000;4;2;1;2;7857
20;3;5000;4;2;0;2;7861
25;3;5000;4;1;0;2;7861
25;3;5000;4;2;0;2;7861
30;3;5000;4;1;0;2;7861
45;3;5000;4;1;0;2;7861
35;3;5000;4;2;1;1;7862
35;3;5000;4;1;1;2;7864
45;10;5000;4;1;1;2;7864
30;3;5000;4;1;1;2;7865
30;3;5000;4;1;0;2;7865
30;3;5000;4;2;0;2;7865
35;3;5000;4;2;1;2;7868
40;3;5000;4;1;1;2;7868
40;3;5000;4;1;1;2;7868
40;3;5000;4;1;0;2;7868
40;3;5000;4;1;0;2;7868
20;3;5000;4;1;1;2;7871
45;10;5000;4;2;1;2;7871
20;3;5000;4;1;1;2;7873
45;3;5000;4;1;1;2;7886
20;3;5000;4;1;0;1;7890
30;3;5000;4;1;0;1;7899
25;3;5000;4;2;0;1;7905
20;3;5000;4;1;0;2;7909
20;3;5000;4;2;1;1;7910
25;3;5000;4;2;1;2;7911
25;3;5000;4;1;1;1;7912
25;3;5000;4;1;0;1;7913
40;3;5000;4;1;1;1;7922
40;3;5000;4;2;0;1;7922
20;3;5000;4;2;0;1;7925
35;3;5000;4;2;0;2;7925
30;3;5000;4;2;0;1;7928
35;3;5000;4;2;0;1;7928
25;3;5000;4;1;0;1;7940
30;3;5000;4;1;0;1;7943
20;3;5000;4;1;0;1;7953
35;3;5000;4;2;1;2;7964
25;3;5000;4;2;1;2;7973
25;3;5000;4;2;1;2;7973
35;3;5000;4;2;0;2;7973
25;3;5000;4;2;0;1;7976
20;3;5000;4;2;1;2;7978
25;3;5000;4;2;0;1;7982
45;3;5000;4;2;0;2;7987
20;3;5000;4;2;0;2;7988
45;3;5000;4;1;1;2;8002
45;3;5000;4;1;0;2;8002
20;3;5000;4;2;0;1;8003
20;3;5000;4;1;1;2;8018
20;3;5000;4;1;0;2;8018
20;3;5000;4;1;0;2;8018
20;3;5000;4;2;0;0;8106
20;3;5000;4;2;1;1;8113
25;3;5000;4;1;0;0;8203
40;3;5000;4;1;0;0;8203
45;3;5000;4;2;0;0;8204
20;3;5000;4;1;1;1;8246
45;3;5000;4;1;1;0;8253
25;3;5000;4;2;0;0;8279
30;3;5000;4;1;1;0;8283
25;3;5000;4;2;1;1;8284
30;3;5000;4;1;1;0;8336
35;3;5000;4;1;1;0;8336
20;3;5000;4;1;0;0;8344
30;3;5000;4;2;1;0;8352
30;3;5000;4;2;0;0;8364
20;3;5000;4;1;0;0;8402
25;3;5000;4;1;0;0;8411
20;3;5000;4;1;1;0;8433
20;3;5000;4;1;0;0;8449
25;3;5000;4;1;0;0;8449
35;3;5000;4;1;0;0;8454
30;3;5000;4;1;0;0;8469
30;3;5000;4;1;0;0;8485
30;3;5000;4;2;0;0;8486
20;3;5000;4;2;1;0;8497
20;3;5000;4;1;1;0;8510
20;3;5000;4;1;1;0;8510
20;3;5000;4;2;1;0;8510
20;3;5000;4;2;0;0;8510
20;3;5000;4;2;0;0;8510
25;3;5000;4;1;1;0;8510
25;3;5000;4;1;1;0;8510
25;3;5000;4;1;1;0;8510
25;3;5000;4;2;1;0;8510
25;3;5000;4;2;1;0;8510
25;3;5000;4;2;1;0;8510
25;3;5000;4;2;0;0;8510
25;3;5000;4;2;0;0;8510
30;3;5000;4;1;1;0;8510
30;3;5000;4;1;0;0;8510
30;3;5000;4;2;1;0;8510
30;3;5000;4;2;1;0;8510
30;3;5000;4;2;0;0;8510
35;3;5000;4;1;1;0;8510
35;3;5000;4;1;1;0;8510
35;3;5000;4;1;0;0;8510
35;3;5000;4;1;0;0;8510
35;3;5000;4;2;1;0;8510
35;3;5000;4;2;1;0;8510
35;3;5000;4;2;1;0;8510
35;3;5000;4;2;0;0;8510
35;3;5000;4;2;0;0;8510
35;3;5000;4;2;0;0;8510
40;3;5000;4;1;1;0;8510
40;3;5000;4;1;1;0;8510
40;3;5000;4;1;1;0;8510
40;3;5000;4;1;0;0;8510
40;3;5000;4;1;0;0;8510
40;3;5000;4;2;1;0;8510
40;3;5000;4;2;1;0;8510
40;3;5000;4;2;1;0;8510
40;3;5000;4;2;0;0;8510
40;3;5000;4;2;0;0;8510
40;3;5000;4;2;0;0;8510
45;3;5000;4;1;1;0;8510
45;3;5000;4;1;1;0;8510
45;3;5000;4;1;0;0;8510
45;3;5000;4;1;0;0;8510
45;3;5000;4;1;0;0;8510
45;3;5000;4;2;1;0;8510
45;3;5000;4;2;1;0;8510
45;3;5000;4;2;1;0;8510
45;3;5000;4;2;0;0;8510
45;3;5000;4;2;0;0;8510
