Instancja;Czas;Jednostka;Wynik;Iteracji;Populacja;RandomNodes;praw.Mutacja;krzy¿owanie;selekcja;mutacja;elitism;memetic;czas;;;;;;;;;;;;;;;
ftv64.atsp;10049;ms;2004;67;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10036;ms;2002;66;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10011;ms;2128;65;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10001;ms;1996;66;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10013;ms;2031;67;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10048;ms;2031;67;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10002;ms;1936;66;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10019;ms;2021;66;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10010;ms;1858;65;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10029;ms;2091;66;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10050;ms;1934;67;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10035;ms;2127;66;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10045;ms;1981;65;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10032;ms;1954;67;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10042;ms;1950;68;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10038;ms;1959;64;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10015;ms;2046;65;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10024;ms;2015;67;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10012;ms;2034;66;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10057;ms;2138;66;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10045;ms;2041;64;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10012;ms;2144;64;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10017;ms;1915;63;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10020;ms;1996;63;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10023;ms;2046;65;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10004;ms;1953;65;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10000;ms;1936;66;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10030;ms;1879;66;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10039;ms;2035;67;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10037;ms;2126;67;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10014;ms;1950;65;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10034;ms;2020;68;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10034;ms;2126;66;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10046;ms;2126;68;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10020;ms;1957;66;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10005;ms;2050;65;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10024;ms;1920;64;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10060;ms;1967;64;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10018;ms;1942;60;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv64.atsp;10050;ms;2016;62;150;3;0.15;2;3;2;5;1;10;2010,8;1858;62;;;;;;;;;;;;
ftv47.atsp;10007;ms;1912;211;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10000;ms;1872;204;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10037;ms;1864;208;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10033;ms;1912;205;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10001;ms;1912;206;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10000;ms;1853;207;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10019;ms;1864;216;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10005;ms;1868;211;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10016;ms;1820;217;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10009;ms;1870;221;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10023;ms;1874;215;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10014;ms;1911;210;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10020;ms;1816;198;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10022;ms;1868;212;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10034;ms;1815;211;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10014;ms;1892;208;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10014;ms;1872;195;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10029;ms;1784;207;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10026;ms;1887;210;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10002;ms;1809;220;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10033;ms;1826;219;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10032;ms;1841;220;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10011;ms;1847;209;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10004;ms;1851;206;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10004;ms;1939;192;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10027;ms;1794;194;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10015;ms;1893;210;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10001;ms;1890;216;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10010;ms;1937;219;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10035;ms;1853;218;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10037;ms;1904;217;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10023;ms;1833;211;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10008;ms;1864;211;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10025;ms;1802;205;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10021;ms;1838;212;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10018;ms;1919;199;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10028;ms;1966;211;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10063;ms;1842;216;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10013;ms;1889;216;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10001;ms;1861;220;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10019;ms;1812;213;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10033;ms;1912;220;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10010;ms;1826;217;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10023;ms;1831;216;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10031;ms;1834;218;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10027;ms;1855;222;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10026;ms;1826;218;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10022;ms;1841;218;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10023;ms;1806;220;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10018;ms;1894;218;150;3;0.15;2;1;2;5;1;10;1862,02;1784;218;;;;;;;;;;;;
ftv47.atsp;10026;ms;1838;196;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10008;ms;1872;195;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10012;ms;1891;195;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10025;ms;1853;197;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10008;ms;1776;194;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10034;ms;1947;193;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10011;ms;1902;194;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10011;ms;1872;187;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10017;ms;1860;196;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10032;ms;1777;194;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10019;ms;1898;194;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10014;ms;1979;193;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10015;ms;1886;191;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10027;ms;1869;192;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10010;ms;1916;189;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10014;ms;1889;199;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10008;ms;1920;201;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10043;ms;1839;196;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10030;ms;1837;196;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10023;ms;1897;197;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10036;ms;1895;199;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10004;ms;1820;188;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10037;ms;1816;183;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10030;ms;1915;189;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10012;ms;1947;190;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10016;ms;1796;198;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10009;ms;1838;197;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10039;ms;1864;197;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10007;ms;1816;198;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10007;ms;1915;198;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10017;ms;1912;197;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10030;ms;1864;196;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10004;ms;1816;195;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10037;ms;1865;198;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10015;ms;1830;195;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10018;ms;1887;196;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10040;ms;1838;197;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10014;ms;1907;194;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10030;ms;1860;195;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10033;ms;1964;192;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10041;ms;1937;194;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10038;ms;1979;196;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10037;ms;1930;197;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10003;ms;1820;193;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10035;ms;1920;192;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10000;ms;1905;196;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10042;ms;1852;197;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10037;ms;2007;197;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10014;ms;1820;194;150;3;0.15;2;2;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10038;ms;1894;195;150;3;0.15;2;2;2;5;1;10;1878,94;1776;195;;;;;;;;;;;;
ftv47.atsp;10004;ms;1830;208;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10024;ms;1979;208;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10008;ms;1979;208;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10007;ms;1912;208;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10023;ms;1838;205;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10001;ms;1912;208;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10010;ms;1979;210;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10013;ms;1886;208;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10007;ms;1961;203;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10012;ms;1979;209;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10005;ms;1869;209;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10018;ms;1972;210;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10029;ms;1892;211;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10002;ms;1941;207;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10013;ms;1826;208;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10032;ms;1979;209;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10037;ms;1917;204;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10006;ms;1872;208;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10022;ms;1994;207;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10020;ms;1931;209;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10015;ms;1972;207;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10016;ms;1881;205;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10016;ms;1891;208;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10015;ms;1848;208;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10018;ms;1912;206;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10030;ms;1948;206;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10032;ms;1945;207;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10033;ms;1979;207;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10016;ms;1917;206;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10002;ms;1962;206;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10028;ms;2005;211;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10014;ms;1979;202;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10017;ms;2014;204;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10033;ms;1853;209;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10014;ms;1930;203;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10010;ms;1881;204;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10001;ms;1917;207;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10019;ms;1912;201;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10038;ms;1889;204;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10024;ms;2015;203;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10025;ms;1837;200;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10016;ms;1872;197;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10000;ms;1920;204;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10029;ms;1999;209;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10000;ms;2039;212;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10010;ms;1872;210;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10018;ms;1930;211;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10001;ms;2003;209;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10012;ms;1953;210;150;3;0.15;2;3;2;5;1;10;;;;;;;;;;;;;;;
ftv47.atsp;10003;ms;2018;213;150;3;0.15;2;3;2;5;1;10;1930,82;1826;213;;;;;;;;;;;;
