Instancja;Czas;Jednostka;Wynik;Iteracji;Populacja;RandomNodes;praw.Mutacja;krzy¿owanie;selekcja;mutacja;elitism;memetic;czas;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10053;ms;1781;105;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10017;ms;1677;110;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10035;ms;1732;107;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10003;ms;1768;111;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10012;ms;1660;110;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10049;ms;1789;111;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10000;ms;1780;106;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10011;ms;1713;107;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10030;ms;1727;107;150;3;0.15;2;1;2;10;1;10;1721,5;1653;;;;;;;;;;;;;;;;;
ftv55.atsp;10033;ms;1653;116;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10044;ms;1663;108;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10049;ms;1772;119;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10032;ms;1688;105;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10019;ms;1779;120;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10022;ms;1663;130;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10016;ms;1757;134;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10019;ms;1725;131;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10007;ms;1794;125;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10010;ms;1654;111;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10058;ms;1663;106;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10042;ms;1657;106;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10009;ms;1738;104;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10015;ms;1742;106;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10000;ms;1675;102;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10036;ms;1742;106;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10004;ms;1789;108;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10012;ms;1697;104;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10025;ms;1725;107;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10040;ms;1750;106;150;3;0.15;2;1;2;15;1;10;1716,3;1653;;;;;;;;;;;;;;;;;
ftv55.atsp;10019;ms;1757;106;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10028;ms;1677;110;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10059;ms;1732;106;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10044;ms;1734;111;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10019;ms;1709;105;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10056;ms;1751;109;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10006;ms;1734;116;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10011;ms;1716;126;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10029;ms;1739;108;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10058;ms;1702;106;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10001;ms;1736;107;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10007;ms;1743;107;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10007;ms;1746;108;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10019;ms;1674;105;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10051;ms;1738;98;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10057;ms;1679;110;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10008;ms;1722;114;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10037;ms;1713;122;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10006;ms;1665;128;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10060;ms;1608;105;150;3;0.15;2;1;2;25;1;10;1713,75;1608;;;;;;;;;;;;;;;;;
ftv55.atsp;10031;ms;1781;115;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10032;ms;1828;126;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10046;ms;1713;111;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10003;ms;1743;106;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10036;ms;1698;126;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10042;ms;1655;126;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10007;ms;1655;136;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10020;ms;1721;138;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10044;ms;1668;140;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10012;ms;1742;137;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10043;ms;1679;138;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10008;ms;1726;134;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10047;ms;1713;139;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10014;ms;1659;137;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10032;ms;1691;136;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10034;ms;1733;139;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10034;ms;1718;141;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10012;ms;1735;139;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10043;ms;1629;141;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10007;ms;1664;140;150;3;0.15;2;1;2;35;1;10;1707,55;1629;;;;;;;;;;;;;;;;;
ftv55.atsp;10028;ms;1654;139;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10021;ms;1747;136;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10024;ms;1746;137;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10040;ms;1674;140;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10010;ms;1657;140;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10037;ms;1747;141;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10042;ms;1750;140;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10021;ms;1763;139;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10045;ms;1760;141;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10029;ms;1750;138;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10003;ms;1653;138;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10020;ms;1715;139;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10035;ms;1794;138;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10005;ms;1764;138;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10002;ms;1747;139;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10009;ms;1701;139;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10028;ms;1695;127;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10026;ms;1686;112;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10015;ms;1729;118;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv55.atsp;10044;ms;1722;115;150;3;0.15;2;1;2;45;1;10;1722,7;1653;;;;;;;;;;;;;;;;;
ftv64.atsp;10051;ms;3625;47;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10044;ms;3251;47;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10032;ms;3722;47;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10010;ms;2982;20;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10071;ms;3357;38;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10048;ms;3458;39;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10006;ms;3116;55;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10004;ms;3858;55;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10037;ms;3307;55;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10072;ms;3475;43;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10043;ms;3919;42;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10063;ms;3623;44;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10012;ms;3722;45;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10024;ms;3855;43;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10008;ms;3807;46;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10037;ms;3637;42;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10027;ms;3354;47;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10071;ms;3597;46;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10071;ms;3100;42;150;3;0.15;2;1;2;0;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10057;ms;3948;45;150;3;0.15;2;1;2;0;1;10;3535,65;2982;;;;;;;;;;;;;;;;;
ftv64.atsp;10001;ms;1927;45;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10038;ms;2105;48;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10025;ms;1978;45;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10026;ms;2075;52;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10041;ms;2146;45;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10053;ms;2127;45;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10040;ms;2065;48;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10063;ms;2111;47;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10002;ms;2004;45;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10076;ms;2023;44;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10006;ms;2044;47;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10049;ms;1965;58;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10007;ms;1894;62;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10032;ms;2063;64;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10055;ms;2137;65;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10033;ms;2020;64;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10011;ms;1958;62;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10021;ms;2033;64;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10048;ms;2068;65;150;3;0.15;2;1;2;1;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10009;ms;2114;65;150;3;0.15;2;1;2;1;1;10;2042,85;1894;;;;;;;;;;;;;;;;;
ftv64.atsp;10001;ms;2038;64;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10046;ms;1949;65;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10025;ms;1953;66;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10039;ms;1880;66;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10034;ms;1990;66;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10045;ms;1988;66;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10009;ms;2034;65;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10045;ms;1945;65;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10046;ms;1942;66;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10033;ms;1925;66;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10050;ms;1891;67;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10060;ms;1884;66;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10014;ms;1926;65;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10026;ms;2046;66;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10014;ms;1891;66;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10063;ms;1893;66;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10026;ms;1950;66;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10019;ms;2043;65;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10051;ms;1933;67;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10008;ms;1946;66;150;3;0.15;2;1;2;5;1;10;1952,35;1880;;;;;;;;;;;;;;;;;
ftv64.atsp;10027;ms;1968;66;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10003;ms;1877;66;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10000;ms;1946;65;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10016;ms;1978;62;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10027;ms;1865;66;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10047;ms;1875;67;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10051;ms;1981;67;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10049;ms;1883;66;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10024;ms;1909;64;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10036;ms;2010;66;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10017;ms;1931;66;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10006;ms;1978;66;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10000;ms;1850;66;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10059;ms;1985;67;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10033;ms;1960;66;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10054;ms;1880;66;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10002;ms;1850;66;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10046;ms;1969;63;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10053;ms;1947;61;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10064;ms;1975;67;150;3;0.15;2;1;2;10;1;10;1930,85;1850;;;;;;;;;;;;;;;;;
ftv64.atsp;10018;ms;1945;67;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10060;ms;1946;67;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10003;ms;1897;65;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10003;ms;1924;67;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10022;ms;1928;67;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10061;ms;1925;62;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10058;ms;1872;62;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10039;ms;1865;67;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10029;ms;1979;59;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10024;ms;1988;59;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10054;ms;1894;57;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10058;ms;1940;53;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10012;ms;1877;56;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10014;ms;1950;55;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10015;ms;1936;64;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10029;ms;1935;64;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10037;ms;1964;66;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10019;ms;1894;66;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10000;ms;1926;66;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10003;ms;1957;66;150;3;0.15;2;1;2;15;1;10;1927,1;1865;;;;;;;;;;;;;;;;;
ftv64.atsp;10065;ms;1996;67;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10064;ms;1880;63;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10057;ms;1957;66;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10040;ms;1915;67;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10050;ms;1924;67;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10014;ms;1919;66;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10040;ms;1911;64;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10007;ms;1909;65;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10045;ms;1884;65;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10007;ms;1964;65;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10043;ms;1915;66;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10052;ms;1946;66;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10003;ms;1887;65;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10046;ms;1887;66;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10049;ms;1987;64;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv64.atsp;10034;ms;1919;57;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
