Instancja;Czas;Jednostka;Wynik;Typ memetic;0 wyspa;1 wyspa;2 wyspa;3 wyspa;4 wyspa;;;;;;;;;;;;;
ftv64.atsp;26783;ms;1887;1;20;20;22;23;20;;;;;;;;;;;;;
ftv64.atsp;24590;ms;1875;1;21;22;25;24;21;;;;;;;;;;;;;
ftv64.atsp;24209;ms;1875;1;22;22;24;24;22;;;;;;;;;;;;;
ftv64.atsp;23949;ms;1872;1;22;22;25;25;23;;;;;;;;;;;;;
ftv64.atsp;24113;ms;1872;1;22;22;25;26;23;;;;;;;;;;;;;
ftv64.atsp;23760;ms;1868;1;22;21;24;25;22;;;;;;;;;;;;;
ftv64.atsp;24651;ms;1897;1;18;18;20;21;18;;;;;;;;;;;;;
ftv64.atsp;23963;ms;1875;1;22;23;25;25;23;;;;;;;;;;;;;
ftv64.atsp;23825;ms;1891;1;22;23;26;25;23;;;;;;;;;;;;;
ftv64.atsp;23593;ms;1872;1;23;23;25;25;23;;;;;;;;;;;;;
ftv64.atsp;23917;ms;1875;1;23;23;25;25;24;;;;;;;;;;;;;
ftv64.atsp;23901;ms;1842;1;23;23;26;25;24;;;;;;;;;;;;;
ftv64.atsp;24045;ms;1875;1;23;23;25;26;23;;;;;;;;;;;;;
ftv64.atsp;23854;ms;1878;1;23;23;26;26;24;;;;;;;;;;;;;
ftv64.atsp;23646;ms;1842;1;23;23;26;26;23;;;;;;;;;;;;;
ftv64.atsp;23872;ms;1887;1;23;23;25;26;24;;;;;;;;;;;;;
ftv64.atsp;24176;ms;1894;1;23;23;25;25;24;;;;;;;;;;;;;
ftv64.atsp;24022;ms;1899;1;23;23;25;26;23;;;;;;;;;;;;;
ftv64.atsp;23698;ms;1875;1;22;23;25;26;22;;;;;;;;;;;;;
ftv64.atsp;23975;ms;1858;1;22;22;25;25;23;;;;;;;;;;;;;
ftv64.atsp;24133;ms;1901;1;22;23;25;26;23;;;;;;;;;;;;;
ftv64.atsp;23741;ms;1860;1;22;23;26;26;23;;;;;;;;;;;;;
ftv64.atsp;24363;ms;1872;1;22;22;25;25;23;;;;;;;;;;;;;
ftv64.atsp;24036;ms;1842;1;23;23;25;26;24;;;;;;;;;;;;;
ftv64.atsp;24036;ms;1860;1;23;23;25;25;24;;;;;;;;;;;;;
ftv64.atsp;24172;ms;1899;1;23;23;25;25;23;;;;;;;;;;;;;
ftv64.atsp;23656;ms;1861;1;22;22;25;26;23;;;;;;;;;;;;;
ftv64.atsp;23778;ms;1891;1;22;22;26;25;22;;;;;;;;;;;;;
ftv64.atsp;23770;ms;1878;1;23;23;25;25;23;;;;;;;;;;;;;
ftv64.atsp;23985;ms;1860;1;23;22;26;25;23;;;;;;;;;;;;;
ftv64.atsp;23862;ms;1868;1;23;23;26;25;24;;;;;;;;;;;;;
ftv64.atsp;23965;ms;1897;1;22;22;25;25;22;;;;;;;;;;;;;
ftv64.atsp;23853;ms;1884;1;23;23;26;25;24;;;;;;;;;;;;;
ftv64.atsp;24306;ms;1873;1;23;22;25;25;23;;;;;;;;;;;;;
ftv64.atsp;24222;ms;1875;1;22;21;24;24;22;;;;;;;;;;;;;
ftv64.atsp;24083;ms;1857;1;22;23;25;25;23;;;;;;;;;;;;;
ftv64.atsp;24306;ms;1892;1;22;23;25;26;23;;;;;;;;;;;;;
ftv64.atsp;24134;ms;1884;1;22;23;25;24;23;;;;;;;;;;;;;
ftv64.atsp;24240;ms;1872;1;22;22;24;24;23;;;;;;;;;;;;;
ftv64.atsp;24158;ms;1899;1;23;22;25;25;23;;;;;;;;;;;;;
ftv64.atsp;24215;ms;1873;1;22;22;24;25;23;;;;;;;;;;;;;
ftv64.atsp;24113;ms;1860;1;22;22;25;25;22;;;;;;;;;;;;;
ftv64.atsp;24137;ms;1872;1;22;23;25;26;23;;;;;;;;;;;;;
ftv64.atsp;24190;ms;1873;1;22;22;24;24;23;;;;;;;;;;;;;
ftv64.atsp;24627;ms;1891;1;22;21;24;24;22;;;;;;;;;;;;;
ftv64.atsp;24418;ms;1872;1;21;22;24;24;23;;;;;;;;;;;;;
ftv64.atsp;24405;ms;1891;1;22;22;24;25;23;;;;;;;;;;;;;
ftv64.atsp;24570;ms;1955;1;22;22;24;25;22;;;;;;;;;;;;;
ftv64.atsp;24385;ms;1902;1;21;22;24;24;23;;;;;;;;;;;;;
ftv64.atsp;24028;ms;1873;1;21;21;23;24;21;;;;;;;;;;;;;
ftv64.atsp;24375;ms;1842;1;22;22;25;24;23;;;;;;;;;;;;;
ftv64.atsp;24118;ms;1875;1;21;21;23;24;20;;;;;;;;;;;;;
ftv64.atsp;24085;ms;1869;1;23;22;25;25;23;;;;;;;;;;;;;
ftv64.atsp;24113;ms;1872;1;23;22;24;25;23;;;;;;;;;;;;;
ftv64.atsp;24305;ms;1872;1;22;22;25;25;23;1877.45;1842;23.07272727;19.33457415;1955;;;;;;;;
ftv55.atsp;11272;ms;1808;1;6;6;7;6;6;;;;;;;;;;;;;
ftv55.atsp;11530;ms;1796;1;6;5;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11727;ms;1816;1;5;5;6;6;5;;;;;;;;;;;;;
ftv55.atsp;12172;ms;1768;1;5;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11494;ms;1721;1;6;6;6;7;6;;;;;;;;;;;;;
ftv55.atsp;11479;ms;1825;1;6;6;7;7;6;;;;;;;;;;;;;
ftv55.atsp;11170;ms;1821;1;6;6;7;7;6;;;;;;;;;;;;;
ftv55.atsp;11171;ms;1786;1;6;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11143;ms;1816;1;6;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11155;ms;1803;1;6;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11234;ms;1825;1;6;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11179;ms;1825;1;6;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11134;ms;1808;1;6;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11035;ms;1727;1;6;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11201;ms;1802;1;6;6;6;7;6;;;;;;;;;;;;;
ftv55.atsp;11219;ms;1825;1;6;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11219;ms;1808;1;6;5;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11337;ms;1735;1;6;6;6;7;7;;;;;;;;;;;;;
ftv55.atsp;11089;ms;1816;1;6;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11483;ms;1797;1;6;6;6;6;7;;;;;;;;;;;;;
ftv55.atsp;11311;ms;1802;1;6;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11586;ms;1802;1;6;6;7;6;7;;;;;;;;;;;;;
ftv55.atsp;11129;ms;1823;1;5;5;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11185;ms;1830;1;6;6;6;6;7;;;;;;;;;;;;;
ftv55.atsp;11287;ms;1786;1;6;6;7;6;7;;;;;;;;;;;;;
ftv55.atsp;11292;ms;1796;1;7;6;6;6;7;;;;;;;;;;;;;
ftv55.atsp;11477;ms;1808;1;6;6;6;6;7;;;;;;;;;;;;;
ftv55.atsp;11352;ms;1796;1;6;6;6;7;7;;;;;;;;;;;;;
ftv55.atsp;11369;ms;1825;1;5;5;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11387;ms;1816;1;5;5;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11392;ms;1830;1;6;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11366;ms;1826;1;6;6;7;6;7;;;;;;;;;;;;;
ftv55.atsp;11243;ms;1808;1;6;6;6;7;6;;;;;;;;;;;;;
ftv55.atsp;11256;ms;1832;1;6;6;7;7;6;;;;;;;;;;;;;
ftv55.atsp;11350;ms;1808;1;6;6;6;6;7;;;;;;;;;;;;;
ftv55.atsp;11171;ms;1808;1;6;6;7;6;6;;;;;;;;;;;;;
ftv55.atsp;11193;ms;1793;1;6;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11357;ms;1758;1;6;6;6;7;6;;;;;;;;;;;;;
ftv55.atsp;11306;ms;1772;1;6;6;7;6;6;;;;;;;;;;;;;
ftv55.atsp;11228;ms;1786;1;6;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11562;ms;1802;1;6;6;7;6;7;;;;;;;;;;;;;
ftv55.atsp;11186;ms;1816;1;6;6;7;7;6;;;;;;;;;;;;;
ftv55.atsp;11509;ms;1830;1;5;5;6;6;6;;;;;;;;;;;;;
ftv55.atsp;13230;ms;1816;1;5;5;5;5;5;;;;;;;;;;;;;
ftv55.atsp;13277;ms;1840;1;6;6;5;6;6;;;;;;;;;;;;;
ftv55.atsp;12076;ms;1816;1;5;5;6;6;5;;;;;;;;;;;;;
ftv55.atsp;12377;ms;1786;1;5;5;5;6;6;;;;;;;;;;;;;
ftv55.atsp;13124;ms;1826;1;5;5;5;5;5;;;;;;;;;;;;;
ftv55.atsp;12987;ms;1818;1;6;6;6;7;6;;;;;;;;;;;;;
ftv55.atsp;12112;ms;1781;1;5;5;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11826;ms;1825;1;5;5;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11420;ms;1840;1;6;6;7;6;6;;;;;;;;;;;;;
ftv55.atsp;11453;ms;1735;1;6;5;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11559;ms;1802;1;6;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11477;ms;1825;1;5;5;5;6;6;;;;;;;;;;;;;
ftv55.atsp;12674;ms;1796;1;6;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11569;ms;1826;1;5;5;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11333;ms;1816;1;6;5;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11608;ms;1808;1;5;5;6;7;6;;;;;;;;;;;;;
ftv55.atsp;11606;ms;1761;1;6;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11630;ms;1798;1;6;5;6;6;6;;;;;;;;;;;;;
ftv55.atsp;12971;ms;1749;1;4;4;5;5;5;;;;;;;;;;;;;
ftv55.atsp;12502;ms;1826;1;4;4;5;5;5;;;;;;;;;;;;;
ftv55.atsp;13004;ms;1791;1;5;5;5;6;6;;;;;;;;;;;;;
ftv55.atsp;12276;ms;1825;1;5;5;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11769;ms;1830;1;5;5;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11446;ms;1753;1;5;5;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11244;ms;1825;1;6;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11361;ms;1803;1;6;5;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11342;ms;1791;1;5;6;6;7;6;;;;;;;;;;;;;
ftv55.atsp;11330;ms;1816;1;4;4;5;5;4;;;;;;;;;;;;;
ftv55.atsp;11490;ms;1808;1;6;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11874;ms;1825;1;5;5;6;5;6;;;;;;;;;;;;;
ftv55.atsp;11745;ms;1825;1;5;5;5;5;5;;;;;;;;;;;;;
ftv55.atsp;12024;ms;1811;1;6;6;6;6;7;;;;;;;;;;;;;
ftv55.atsp;12521;ms;1762;1;5;5;6;6;6;;;;;;;;;;;;;
ftv55.atsp;12151;ms;1825;1;5;5;6;6;6;;;;;;;;;;;;;
ftv55.atsp;12124;ms;1841;1;5;5;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11646;ms;1840;1;6;5;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11425;ms;1781;1;6;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11467;ms;1823;1;6;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11396;ms;1826;1;5;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11469;ms;1840;1;5;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11837;ms;1793;1;5;5;6;5;6;;;;;;;;;;;;;
ftv55.atsp;11659;ms;1825;1;6;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11608;ms;1825;1;6;6;6;6;7;;;;;;;;;;;;;
ftv55.atsp;11340;ms;1801;1;6;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11481;ms;1825;1;5;5;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11585;ms;1781;1;6;6;7;6;6;;;;;;;;;;;;;
ftv55.atsp;12057;ms;1825;1;5;5;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11889;ms;1830;1;5;5;5;5;6;;;;;;;;;;;;;
ftv55.atsp;11980;ms;1808;1;6;5;5;5;5;;;;;;;;;;;;;
ftv55.atsp;12879;ms;1786;1;5;5;5;5;6;;;;;;;;;;;;;
ftv55.atsp;12807;ms;1816;1;5;4;5;5;5;;;;;;;;;;;;;
ftv55.atsp;12428;ms;1825;1;5;6;6;6;6;;;;;;;;;;;;;
ftv55.atsp;11455;ms;1775;1;5;5;6;6;6;;;;;;;;;;;;;
ftv55.atsp;14212;ms;1830;1;5;5;5;6;6;;;;;;;;;;;;;
ftv55.atsp;12051;ms;1791;1;4;4;5;5;5;;;;;;;;;;;;;
ftv55.atsp;13095;ms;1834;1;5;4;5;5;5;;;;;;;;;;;;;
ftv55.atsp;12691;ms;1816;1;5;5;6;6;6;1805.98;1721;5.798;25.82027236;1841;;;;;;;;
ftv55.atsp;12983;ms;1757;1;11;10;11;12;11;;;;;;;;;;;;;
ftv55.atsp;14208;ms;1791;1;8;8;9;9;10;;;;;;;;;;;;;
ftv55.atsp;14407;ms;1779;1;10;10;11;12;10;;;;;;;;;;;;;
ftv55.atsp;14059;ms;1769;1;9;10;10;10;10;;;;;;;;;;;;;
ftv55.atsp;13993;ms;1747;1;9;10;11;11;10;;;;;;;;;;;;;
ftv55.atsp;12426;ms;1754;1;12;12;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12175;ms;1757;1;12;12;13;13;12;;;;;;;;;;;;;
ftv55.atsp;13502;ms;1757;1;11;11;12;12;11;;;;;;;;;;;;;
ftv55.atsp;13757;ms;1747;1;10;10;11;11;10;;;;;;;;;;;;;
ftv55.atsp;14257;ms;1665;1;9;9;10;10;10;;;;;;;;;;;;;
ftv55.atsp;13078;ms;1769;1;10;10;12;12;10;;;;;;;;;;;;;
ftv55.atsp;13662;ms;1733;1;11;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;13082;ms;1764;1;11;12;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12479;ms;1743;1;12;12;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12486;ms;1714;1;11;11;12;13;12;;;;;;;;;;;;;
ftv55.atsp;12627;ms;1769;1;11;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12363;ms;1732;1;12;12;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12365;ms;1762;1;11;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12410;ms;1750;1;11;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12343;ms;1769;1;12;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12432;ms;1786;1;11;12;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12420;ms;1752;1;11;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12525;ms;1757;1;11;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12419;ms;1757;1;12;12;13;14;12;;;;;;;;;;;;;
ftv55.atsp;12424;ms;1748;1;12;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12542;ms;1716;1;11;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12578;ms;1747;1;11;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12384;ms;1743;1;12;12;13;14;12;;;;;;;;;;;;;
ftv55.atsp;12342;ms;1747;1;11;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12458;ms;1757;1;11;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12414;ms;1802;1;12;12;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12363;ms;1784;1;11;11;13;13;11;;;;;;;;;;;;;
ftv55.atsp;12556;ms;1784;1;11;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12334;ms;1740;1;12;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12464;ms;1757;1;11;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12491;ms;1769;1;11;11;12;13;12;;;;;;;;;;;;;
ftv55.atsp;12429;ms;1707;1;12;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12540;ms;1769;1;11;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12302;ms;1775;1;11;11;13;12;11;;;;;;;;;;;;;
ftv55.atsp;12561;ms;1748;1;12;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12599;ms;1731;1;11;12;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12475;ms;1769;1;11;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12523;ms;1717;1;11;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12463;ms;1774;1;12;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12447;ms;1723;1;11;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12524;ms;1716;1;12;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12445;ms;1762;1;12;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12214;ms;1705;1;11;12;14;13;12;;;;;;;;;;;;;
ftv55.atsp;12336;ms;1735;1;12;11;13;14;12;;;;;;;;;;;;;
ftv55.atsp;12342;ms;1769;1;11;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12528;ms;1735;1;11;12;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12395;ms;1747;1;11;12;12;13;12;;;;;;;;;;;;;
ftv55.atsp;12373;ms;1769;1;11;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12254;ms;1747;1;12;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12496;ms;1747;1;12;12;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12227;ms;1745;1;12;11;13;13;11;;;;;;;;;;;;;
ftv55.atsp;12447;ms;1816;1;11;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12339;ms;1765;1;11;12;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12448;ms;1732;1;12;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12385;ms;1769;1;12;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12528;ms;1759;1;12;12;14;13;12;;;;;;;;;;;;;
ftv55.atsp;12366;ms;1771;1;12;11;13;14;12;;;;;;;;;;;;;
ftv55.atsp;12364;ms;1712;1;11;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12384;ms;1769;1;12;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12324;ms;1752;1;12;12;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12308;ms;1772;1;11;12;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12219;ms;1757;1;12;12;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12320;ms;1647;1;11;12;13;14;12;;;;;;;;;;;;;
ftv55.atsp;12393;ms;1747;1;11;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12262;ms;1802;1;11;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12376;ms;1670;1;12;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12345;ms;1743;1;12;12;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12470;ms;1769;1;11;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12626;ms;1748;1;9;8;9;10;8;;;;;;;;;;;;;
ftv55.atsp;13730;ms;1795;1;8;8;10;9;8;;;;;;;;;;;;;
ftv55.atsp;12912;ms;1757;1;11;11;12;13;13;;;;;;;;;;;;;
ftv55.atsp;12461;ms;1740;1;11;11;12;13;12;;;;;;;;;;;;;
ftv55.atsp;13224;ms;1784;1;10;9;12;11;11;;;;;;;;;;;;;
ftv55.atsp;12773;ms;1716;1;11;11;12;12;11;;;;;;;;;;;;;
ftv55.atsp;13602;ms;1794;1;9;8;10;10;9;;;;;;;;;;;;;
ftv55.atsp;13169;ms;1771;1;11;11;11;12;11;;;;;;;;;;;;;
ftv55.atsp;12558;ms;1769;1;11;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12423;ms;1726;1;11;11;12;13;12;;;;;;;;;;;;;
ftv55.atsp;12591;ms;1762;1;11;11;13;13;12;;;;;;;;;;;;;
ftv55.atsp;12359;ms;1762;1;11;11;13;13;11;;;;;;;;;;;;;
ftv55.atsp;12895;ms;1663;1;11;11;12;12;12;;;;;;;;;;;;;
ftv55.atsp;13055;ms;1762;1;11;11;12;13;12;;;;;;;;;;;;;
ftv55.atsp;12751;ms;1716;1;11;11;12;13;12;;;;;;;;;;;;;
ftv55.atsp;12612;ms;1771;1;12;11;12;12;12;;;;;;;;;;;;;
ftv55.atsp;13192;ms;1825;1;8;8;10;9;9;;;;;;;;;;;;;
ftv55.atsp;13828;ms;1756;1;9;10;11;11;10;;;;;;;;;;;;;
ftv55.atsp;14332;ms;1663;1;10;10;12;11;10;;;;;;;;;;;;;
ftv55.atsp;13496;ms;1784;1;10;10;12;12;11;;;;;;;;;;;;;
ftv55.atsp;13532;ms;1802;1;7;8;9;9;8;;;;;;;;;;;;;
ftv55.atsp;16403;ms;1789;1;8;8;8;8;9;;;;;;;;;;;;;
ftv55.atsp;15557;ms;1747;1;10;10;12;11;10;;;;;;;;;;;;;
ftv55.atsp;13419;ms;1783;1;9;9;10;10;9;;;;;;;;;;;;;
ftv55.atsp;15239;ms;1771;1;11;10;12;13;11;;;;;;;;;;;;;
ftv55.atsp;12843;ms;1784;1;11;10;12;13;11;;;;;;;;;;;;;
ftv55.atsp;13180;ms;1769;1;10;10;12;12;12;1753.25;1647;11.596;31.56662827;1825;;;;;;;;
ftv47.atsp;7328;ms;1905;1;5;4;5;5;6;;;;;;;;;;;;;
ftv47.atsp;7316;ms;1931;1;7;7;8;8;7;;;;;;;;;;;;;
ftv47.atsp;6915;ms;1933;1;7;7;7;8;7;;;;;;;;;;;;;
ftv47.atsp;8168;ms;1953;1;4;4;5;5;6;;;;;;;;;;;;;
ftv47.atsp;7842;ms;1936;1;7;7;7;7;7;;;;;;;;;;;;;
ftv47.atsp;7650;ms;1891;1;6;6;7;8;6;;;;;;;;;;;;;
ftv47.atsp;7919;ms;1925;1;6;6;7;6;7;;;;;;;;;;;;;
ftv47.atsp;8003;ms;1976;1;5;5;6;6;6;;;;;;;;;;;;;
ftv47.atsp;8278;ms;1912;1;6;7;7;7;7;;;;;;;;;;;;;
ftv47.atsp;7670;ms;1918;1;6;6;7;8;7;;;;;;;;;;;;;
ftv47.atsp;7434;ms;1920;1;6;6;7;7;7;;;;;;;;;;;;;
ftv47.atsp;7312;ms;1901;1;7;7;8;7;7;;;;;;;;;;;;;
ftv47.atsp;7414;ms;1945;1;5;5;6;6;6;;;;;;;;;;;;;
ftv47.atsp;8017;ms;1925;1;5;5;6;6;6;;;;;;;;;;;;;
ftv47.atsp;7612;ms;1933;1;6;6;7;7;6;;;;;;;;;;;;;
ftv47.atsp;7352;ms;1920;1;7;7;8;8;6;;;;;;;;;;;;;
ftv47.atsp;7420;ms;1901;1;7;7;8;8;7;;;;;;;;;;;;;
ftv47.atsp;6927;ms;1886;1;7;7;9;8;8;;;;;;;;;;;;;
ftv47.atsp;6886;ms;1924;1;7;7;8;8;8;;;;;;;;;;;;;
ftv47.atsp;7294;ms;1901;1;7;7;7;7;8;;;;;;;;;;;;;
ftv47.atsp;6989;ms;1897;1;7;6;7;8;7;;;;;;;;;;;;;
ftv47.atsp;7302;ms;1905;1;7;7;8;8;7;;;;;;;;;;;;;
ftv47.atsp;7482;ms;1905;1;7;6;8;8;8;;;;;;;;;;;;;
ftv47.atsp;7140;ms;1841;1;7;7;8;8;7;;;;;;;;;;;;;
ftv47.atsp;7006;ms;1925;1;7;7;8;8;7;;;;;;;;;;;;;
ftv47.atsp;7152;ms;1905;1;7;7;7;7;7;;;;;;;;;;;;;
ftv47.atsp;7120;ms;1925;1;7;7;8;8;7;;;;;;;;;;;;;
ftv47.atsp;6981;ms;1890;1;7;7;8;8;8;;;;;;;;;;;;;
ftv47.atsp;7062;ms;1923;1;7;6;8;8;7;;;;;;;;;;;;;
ftv47.atsp;7259;ms;1904;1;6;6;7;7;7;;;;;;;;;;;;;
ftv47.atsp;6993;ms;1913;1;7;7;9;9;8;;;;;;;;;;;;;
ftv47.atsp;6911;ms;1904;1;8;7;8;9;8;;;;;;;;;;;;;
ftv47.atsp;6752;ms;1900;1;7;8;8;8;7;;;;;;;;;;;;;
ftv47.atsp;7278;ms;1877;1;7;7;8;7;7;;;;;;;;;;;;;
ftv47.atsp;7268;ms;1861;1;7;7;8;8;8;;;;;;;;;;;;;
ftv47.atsp;7368;ms;1927;1;7;7;7;8;7;;;;;;;;;;;;;
ftv47.atsp;7138;ms;1901;1;7;7;8;8;7;;;;;;;;;;;;;
ftv47.atsp;7562;ms;1922;1;6;6;7;8;6;;;;;;;;;;;;;
ftv47.atsp;7094;ms;1867;1;7;7;8;9;8;;;;;;;;;;;;;
ftv47.atsp;6694;ms;1930;1;7;8;9;9;7;;;;;;;;;;;;;
ftv47.atsp;6853;ms;1957;1;7;7;8;8;7;;;;;;;;;;;;;
ftv47.atsp;7091;ms;1860;1;8;7;8;9;8;;;;;;;;;;;;;
ftv47.atsp;7539;ms;1873;1;7;7;8;8;8;;;;;;;;;;;;;
ftv47.atsp;7009;ms;1874;1;7;7;9;8;7;;;;;;;;;;;;;
ftv47.atsp;7060;ms;1841;1;7;7;7;8;8;;;;;;;;;;;;;
ftv47.atsp;7399;ms;1925;1;7;6;8;7;8;;;;;;;;;;;;;
ftv47.atsp;7507;ms;1875;1;6;6;7;7;8;;;;;;;;;;;;;
ftv47.atsp;6755;ms;1901;1;7;7;8;8;7;;;;;;;;;;;;;
ftv47.atsp;7340;ms;1908;1;8;7;8;9;8;;;;;;;;;;;;;
ftv47.atsp;7049;ms;1878;1;7;7;8;9;8;;;;;;;;;;;;;
ftv47.atsp;6852;ms;1890;1;7;7;7;7;7;;;;;;;;;;;;;
ftv47.atsp;7016;ms;1928;1;7;7;8;8;8;;;;;;;;;;;;;
ftv47.atsp;6956;ms;1937;1;7;7;8;8;8;;;;;;;;;;;;;
ftv47.atsp;6996;ms;1933;1;7;7;9;8;7;;;;;;;;;;;;;
ftv47.atsp;6906;ms;1901;1;7;7;8;9;8;;;;;;;;;;;;;
ftv47.atsp;6909;ms;1920;1;7;7;8;8;8;;;;;;;;;;;;;
ftv47.atsp;6898;ms;1897;1;7;7;8;8;8;;;;;;;;;;;;;
ftv47.atsp;7252;ms;1901;1;6;6;8;7;7;;;;;;;;;;;;;
ftv47.atsp;7615;ms;1927;1;6;6;7;7;7;;;;;;;;;;;;;
ftv47.atsp;7738;ms;1925;1;6;6;7;7;7;;;;;;;;;;;;;
ftv47.atsp;7771;ms;1882;1;6;6;7;6;7;;;;;;;;;;;;;
ftv47.atsp;7670;ms;1901;1;6;6;7;7;6;;;;;;;;;;;;;
ftv47.atsp;8144;ms;1925;1;5;5;7;7;6;;;;;;;;;;;;;
